0	13.1
371	12.61
871	12.54
1391	12.28
1771	12.06
2171	11.79
2571	11.46
2971	11.06
3371	10.26
3471	10.06
3771	5.19
3971	5.04
4371	4.89
4771	4.56
5171	4.49
5371	4.38
5571	4.35
5771	4.19
5871	4.11
5958	4.02
6071	3.965
6171	3.91
6271	3.79
6338	3.67
6371	2.8
